2025-10-01 10:24:47,688 | INFO | WhisperSTT | WhisperSTT client initialized. Calling localhost ASR service.
2025-10-03 16:23:57,479 | DEBUG | pydub.converter | subprocess.call(['ffmpeg', '-y', '-f', 'mp3', '-read_ahead_limit', '-1', '-i', 'cache:pipe:0', '-acodec', 'pcm_s16le', '-vn', '-f', 'wav', '-'])
2025-10-03 16:23:57,565 | DEBUG | asyncio | Using proactor: IocpProactor
2025-10-03 16:24:02,789 | DEBUG | pydub.converter | subprocess.call(['ffmpeg', '-y', '-f', 'mp3', '-read_ahead_limit', '-1', '-i', 'cache:pipe:0', '-acodec', 'pcm_s16le', '-vn', '-f', 'wav', '-'])
2025-10-03 16:24:03,073 | DEBUG | pydub.converter | subprocess.call(['ffmpeg', '-y', '-f', 'mp3', '-read_ahead_limit', '-1', '-i', 'cache:pipe:0', '-acodec', 'pcm_s16le', '-vn', '-f', 'wav', '-'])
2025-10-03 16:24:03,156 | DEBUG | asyncio | Using proactor: IocpProactor
2025-10-03 16:24:06,959 | DEBUG | pydub.converter | subprocess.call(['ffmpeg', '-y', '-f', 'mp3', '-read_ahead_limit', '-1', '-i', 'cache:pipe:0', '-acodec', 'pcm_s16le', '-vn', '-f', 'wav', '-'])
2025-10-03 16:24:07,384 | DEBUG | pydub.converter | subprocess.call(['ffmpeg', '-y', '-f', 'mp3', '-read_ahead_limit', '-1', '-i', 'cache:pipe:0', '-acodec', 'pcm_s16le', '-vn', '-f', 'wav', '-'])
2025-10-03 16:24:07,481 | DEBUG | asyncio | Using proactor: IocpProactor
2025-10-03 16:24:10,468 | DEBUG | pydub.converter | subprocess.call(['ffmpeg', '-y', '-f', 'mp3', '-read_ahead_limit', '-1', '-i', 'cache:pipe:0', '-acodec', 'pcm_s16le', '-vn', '-f', 'wav', '-'])
2025-10-03 16:24:10,568 | DEBUG | asyncio | Using proactor: IocpProactor
2025-10-03 16:24:13,248 | DEBUG | pydub.converter | subprocess.call(['ffmpeg', '-y', '-f', 'mp3', '-read_ahead_limit', '-1', '-i', 'cache:pipe:0', '-acodec', 'pcm_s16le', '-vn', '-f', 'wav', '-'])
2025-10-03 16:24:13,349 | DEBUG | asyncio | Using proactor: IocpProactor
2025-10-03 16:24:17,060 | DEBUG | pydub.converter | subprocess.call(['ffmpeg', '-y', '-f', 'mp3', '-read_ahead_limit', '-1', '-i', 'cache:pipe:0', '-acodec', 'pcm_s16le', '-vn', '-f', 'wav', '-'])
2025-10-03 16:24:48,810 | INFO | ConversationManager | User: ồ sao ông biết nhiều vậy ạ
2025-10-03 16:24:48,811 | DEBUG | RAGClient | Sending to RAG webhook (attempt 1): http://127.0.0.1:7000/chat
2025-10-03 16:24:48,813 | DEBUG | urllib3.connectionpool | Starting new HTTP connection (1): 127.0.0.1:7000
2025-10-03 16:24:48,816 | INFO | __main__ | Received new chat request
2025-10-03 16:24:48,817 | DEBUG | __main__ | Request ID: 20251003T162311284-7e1ad3c8, Data length: 26
2025-10-03 16:24:48,817 | DEBUG | __main__ | Using existing session for ID: 20251003T162311284-7e1ad3c8
2025-10-03 16:24:48,818 | INFO | __main__ | Processing user input: 'ồ sao ông biết nhiều vậy ạ' for session 20251003T162311284-7e1ad3c8
2025-10-03 16:24:49,565 | INFO | __main__ | Agent execution completed successfully for session 20251003T162311284-7e1ad3c8
2025-10-03 16:24:49,565 | INFO | __main__ | Request completed successfully - Session: 0.000s, Agent: 0.748s, Total: 0.749s
2025-10-03 16:24:49,568 | DEBUG | urllib3.connectionpool | http://127.0.0.1:7000 "POST /chat HTTP/1.1" 200 527
2025-10-03 16:24:49,569 | INFO | RAGClient | RAG reply (len=199)
2025-10-03 16:24:49,571 | INFO | ConversationManager | Bot: Hì hì, ông là Tiến sĩ Giấy mà cháu, kiến thức thì bao la như biển cả vậy đó. Với lại, ông cũng hay đọc sách với xem tài liệu lắm, nên biết nhiều thứ lắm đó nha. Cháu còn gì muốn hỏi ông nữa không nè?
2025-10-03 16:24:49,573 | DEBUG | TTSService | Starting TTS download for text length=199
2025-10-03 16:24:49,574 | DEBUG | asyncio | Using proactor: IocpProactor
2025-10-03 16:24:52,541 | DEBUG | pydub.converter | subprocess.call(['ffmpeg', '-y', '-f', 'mp3', '-read_ahead_limit', '-1', '-i', 'cache:pipe:0', '-acodec', 'pcm_s16le', '-vn', '-f', 'wav', '-'])
2025-10-03 16:24:52,880 | DEBUG | pydub.converter | subprocess.call(['ffmpeg', '-y', '-f', 'mp3', '-read_ahead_limit', '-1', '-i', 'cache:pipe:0', '-acodec', 'pcm_s16le', '-vn', '-f', 'wav', '-'])
2025-10-03 16:24:52,968 | DEBUG | asyncio | Using proactor: IocpProactor
2025-10-03 16:24:55,973 | DEBUG | pydub.converter | subprocess.call(['ffmpeg', '-y', '-f', 'mp3', '-read_ahead_limit', '-1', '-i', 'cache:pipe:0', '-acodec', 'pcm_s16le', '-vn', '-f', 'wav', '-'])
2025-10-03 16:24:56,538 | DEBUG | pydub.converter | subprocess.call(['ffmpeg', '-y', '-f', 'mp3', '-read_ahead_limit', '-1', '-i', 'cache:pipe:0', '-acodec', 'pcm_s16le', '-vn', '-f', 'wav', '-'])
